date,time, latitude, longitude,include
26/3/2015, 22:35:46,38.8961,-77.0013,1
26/3/2015, 22:35:56,38.8961,-77.0011,1
26/3/2015, 22:36:7,38.8961,-77.0009,1
26/3/2015, 22:36:18,38.896,-77.0007,1
26/3/2015, 22:36:28,38.8959,-77.0007,1
26/3/2015, 22:36:39,38.8959,-77.0006,1
26/3/2015, 22:36:48,38.8957,-77.0005,1
26/3/2015, 22:37:0,38.8955,-77.0005,1
26/3/2015, 22:37:10,38.8954,-77.0004,1
26/3/2015, 22:37:20,38.8952,-77.0004,1
26/3/2015, 22:37:31,38.895,-77.0005,1
26/3/2015, 22:37:42,38.8948,-77.0004,1
26/3/2015, 22:37:52,38.8948,-77.0004,1
26/3/2015, 22:38:3,38.8948,-77.0001,1
26/3/2015, 22:38:12,38.8947,-77,1
26/3/2015, 22:38:24,38.8947,-76.9998,1
26/3/2015, 22:38:34,38.8948,-76.9995,1
26/3/2015, 22:38:44,38.8948,-76.9993,1
26/3/2015, 22:38:55,38.8948,-76.9992,1
26/3/2015, 22:39:6,38.8948,-76.9989,1
26/3/2015, 22:39:16,38.8948,-76.9987,1
26/3/2015, 22:39:27,38.8947,-76.9986,1
26/3/2015, 22:39:38,38.8946,-76.9986,1
26/3/2015, 22:39:48,38.8945,-76.9986,1
26/3/2015, 22:39:59,38.8943,-76.9985,1
26/3/2015, 22:40:8,38.8941,-76.9984,1
26/3/2015, 22:40:20,38.8939,-76.9983,1
26/3/2015, 22:40:30,38.8938,-76.9983,1
26/3/2015, 22:40:40,38.8937,-76.9982,1
26/3/2015, 22:40:51,38.8937,-76.998,1
26/3/2015, 22:41:2,38.8937,-76.9978,1
26/3/2015, 22:41:12,38.8937,-76.9976,1
26/3/2015, 22:41:23,38.8937,-76.9974,1
26/3/2015, 22:41:32,38.8937,-76.9973,1
26/3/2015, 22:41:44,38.8937,-76.9971,1
26/3/2015, 22:41:54,38.8937,-76.9969,1
26/3/2015, 22:42:4,38.8937,-76.9967,1
26/3/2015, 22:42:15,38.8937,-76.9965,1
26/3/2015, 22:42:26,38.8937,-76.9962,1
26/3/2015, 22:42:36,38.8937,-76.996,1
26/3/2015, 22:42:47,38.8937,-76.9957,1
26/3/2015, 22:42:56,38.8937,-76.9956,1
26/3/2015, 22:43:8,38.8937,-76.9953,1
26/3/2015, 22:43:18,38.8936,-76.9951,1
26/3/2015, 22:43:28,38.8935,-76.995,1
26/3/2015, 22:43:40,38.8935,-76.9949,1
26/3/2015, 22:43:50,38.8935,-76.9947,1
26/3/2015, 22:44:0,38.8935,-76.9945,1
26/3/2015, 22:44:11,38.8936,-76.9944,1
26/3/2015, 22:44:22,38.8936,-76.9942,1
26/3/2015, 22:44:32,38.8936,-76.994,1
26/3/2015, 22:44:43,38.8936,-76.9939,1
26/3/2015, 22:44:52,38.8936,-76.9939,1
26/3/2015, 22:45:4,38.8936,-76.9936,1
26/3/2015, 22:45:14,38.8936,-76.9935,1
26/3/2015, 22:45:24,38.8936,-76.9933,1
26/3/2015, 22:45:35,38.8936,-76.9931,1
26/3/2015, 22:45:46,38.8936,-76.9928,1
26/3/2015, 22:45:56,38.8936,-76.9926,1
26/3/2015, 22:46:7,38.8936,-76.9925,1
26/3/2015, 22:46:16,38.8936,-76.9923,1
26/3/2015, 22:46:28,38.8936,-76.992,1
26/3/2015, 22:46:38,38.8936,-76.9918,1
26/3/2015, 22:46:48,38.8936,-76.9916,1
26/3/2015, 22:46:59,38.8936,-76.9914,1
26/3/2015, 22:47:10,38.8936,-76.9912,1
26/3/2015, 22:47:20,38.8936,-76.991,1
26/3/2015, 22:47:31,38.8936,-76.9908,1
26/3/2015, 22:47:42,38.8936,-76.9905,1
26/3/2015, 22:47:52,38.8936,-76.9903,1
26/3/2015, 22:48:3,38.8936,-76.9901,1
26/3/2015, 22:48:12,38.8936,-76.9899,1
26/3/2015, 22:48:24,38.8936,-76.9898,1
26/3/2015, 22:48:34,38.8936,-76.9895,1
26/3/2015, 22:48:44,38.8936,-76.9893,1
26/3/2015, 22:48:55,38.8936,-76.9891,1
26/3/2015, 22:49:6,38.8936,-76.9889,1
26/3/2015, 22:49:16,38.8935,-76.9887,1
26/3/2015, 22:49:27,38.8936,-76.9884,0
26/3/2015, 22:49:36,38.8936,-76.9882,0
26/3/2015, 22:49:48,38.8936,-76.988,0
26/3/2015, 22:49:58,38.8935,-76.9878,0
26/3/2015, 22:50:8,38.8935,-76.9876,0
26/3/2015, 22:50:19,38.8935,-76.9874,0
26/3/2015, 22:50:30,38.8936,-76.9873,0
26/3/2015, 22:50:40,38.8935,-76.9873,0
26/3/2015, 22:50:51,38.8935,-76.9871,0
26/3/2015, 22:51:0,38.8935,-76.9869,0
26/3/2015, 22:51:12,38.8935,-76.9867,0
26/3/2015, 22:51:22,38.8935,-76.9865,0
26/3/2015, 22:51:32,38.8934,-76.9865,0
26/3/2015, 22:51:43,38.8932,-76.9865,0
26/3/2015, 22:51:54,38.8931,-76.9866,0
26/3/2015, 22:52:4,38.8931,-76.9866,0
26/3/2015, 22:52:15,38.8931,-76.9865,0
26/3/2015, 22:52:26,38.8931,-76.9865,0
26/3/2015, 22:52:36,38.893,-76.9865,0
26/3/2015, 22:52:47,38.893,-76.9865,0
26/3/2015, 22:52:56,38.8931,-76.9865,0
26/3/2015, 22:53:8,38.8931,-76.9866,0
26/3/2015, 22:53:18,38.8931,-76.9867,0
26/3/2015, 22:53:28,38.8931,-76.9867,0
26/3/2015, 22:53:39,38.8931,-76.9867,0
26/3/2015, 22:53:50,38.8931,-76.9867,0
26/3/2015, 22:54:0,38.8931,-76.9866,0
26/3/2015, 22:54:11,38.8931,-76.9866,0
26/3/2015, 22:54:20,38.893,-76.9866,0
26/3/2015, 22:54:32,38.8931,-76.9866,0
26/3/2015, 22:54:43,38.893,-76.9866,0
26/3/2015, 22:54:52,38.893,-76.9866,0
26/3/2015, 22:55:4,38.893,-76.9867,0
26/3/2015, 22:55:14,38.893,-76.9867,0
26/3/2015, 22:55:24,38.8931,-76.9867,0
26/3/2015, 22:55:35,38.8931,-76.9867,0
26/3/2015, 22:55:46,38.893,-76.9867,0
26/3/2015, 22:55:56,38.893,-76.9867,0
26/3/2015, 22:56:7,38.893,-76.9867,0
26/3/2015, 22:56:16,38.893,-76.9867,0
26/3/2015, 22:56:28,38.893,-76.9866,0
26/3/2015, 22:56:38,38.893,-76.9866,0
26/3/2015, 22:56:48,38.893,-76.9866,0
26/3/2015, 22:56:59,38.893,-76.9866,0
26/3/2015, 22:57:10,38.893,-76.9867,0
26/3/2015, 22:57:20,38.893,-76.9867,0
26/3/2015, 22:57:31,38.8931,-76.9867,0
26/3/2015, 22:57:40,38.8931,-76.9867,0
26/3/2015, 22:57:52,38.8931,-76.9867,0
26/3/2015, 22:58:2,38.893,-76.9867,0
26/3/2015, 22:58:12,38.893,-76.9867,0
26/3/2015, 22:58:23,38.893,-76.9867,0
26/3/2015, 22:58:34,38.8931,-76.9867,0
26/3/2015, 22:58:44,38.8931,-76.9867,0
26/3/2015, 22:58:55,38.8931,-76.9867,0
26/3/2015, 22:59:6,38.8931,-76.9867,0
26/3/2015, 22:59:16,38.8931,-76.9867,0
26/3/2015, 22:59:27,38.893,-76.9867,0
26/3/2015, 22:59:36,38.893,-76.9868,0
26/3/2015, 22:59:48,38.893,-76.9868,0
26/3/2015, 22:59:58,38.893,-76.9868,0
26/3/2015, 23:0:8,38.8931,-76.9868,0
26/3/2015, 23:0:19,38.8931,-76.9868,0
26/3/2015, 23:0:30,38.8931,-76.9868,0
26/3/2015, 23:0:40,38.8931,-76.9868,0
26/3/2015, 23:0:51,38.8931,-76.9868,0
26/3/2015, 23:1:0,38.8931,-76.9868,0
26/3/2015, 23:1:12,38.8931,-76.9868,0
26/3/2015, 23:1:22,38.8931,-76.9868,0
26/3/2015, 23:1:32,38.8931,-76.9868,0
26/3/2015, 23:1:43,38.8931,-76.9868,0
26/3/2015, 23:1:54,38.8931,-76.9868,0
26/3/2015, 23:2:4,38.8931,-76.9868,0
26/3/2015, 23:2:15,38.8931,-76.9868,0
26/3/2015, 23:2:24,38.8931,-76.9868,0
26/3/2015, 23:2:36,38.8931,-76.9867,0
26/3/2015, 23:2:46,38.8931,-76.9868,0
26/3/2015, 23:2:56,38.8931,-76.9868,0
26/3/2015, 23:3:8,38.893,-76.9868,0
26/3/2015, 23:3:18,38.8931,-76.9867,0
26/3/2015, 23:3:28,38.893,-76.9867,0
26/3/2015, 23:3:39,38.893,-76.9867,0
26/3/2015, 23:3:50,38.893,-76.9867,0
26/3/2015, 23:4:0,38.893,-76.9867,0
26/3/2015, 23:4:11,38.893,-76.9867,0
26/3/2015, 23:4:20,38.893,-76.9867,0
26/3/2015, 23:4:32,38.893,-76.9867,0
26/3/2015, 23:4:42,38.8931,-76.9867,0
26/3/2015, 23:4:52,38.8931,-76.9868,0
26/3/2015, 23:5:3,38.8931,-76.9867,0
26/3/2015, 23:5:14,38.8931,-76.9867,0
26/3/2015, 23:5:24,38.8931,-76.9867,0
26/3/2015, 23:5:35,38.8931,-76.9867,0
26/3/2015, 23:5:44,38.893,-76.9867,0
26/3/2015, 23:5:56,38.893,-76.9867,0
26/3/2015, 23:6:6,38.893,-76.9867,0
26/3/2015, 23:6:16,38.893,-76.9867,0
26/3/2015, 23:6:28,38.893,-76.9868,0
26/3/2015, 23:6:38,38.893,-76.9868,0
26/3/2015, 23:6:48,38.893,-76.9868,0
26/3/2015, 23:6:59,38.893,-76.9868,0
26/3/2015, 23:7:10,38.8931,-76.9868,0
26/3/2015, 23:7:20,38.8931,-76.9867,0
26/3/2015, 23:7:31,38.8931,-76.9867,0
26/3/2015, 23:7:40,38.8931,-76.9867,0
26/3/2015, 23:7:52,38.8931,-76.9867,0
26/3/2015, 23:8:2,38.8931,-76.9867,0
26/3/2015, 23:8:12,38.8931,-76.9867,0
26/3/2015, 23:8:23,38.8932,-76.9867,0
26/3/2015, 23:8:34,38.8932,-76.9868,0
26/3/2015, 23:8:44,38.8932,-76.9868,0
26/3/2015, 23:8:55,38.8932,-76.9868,0
26/3/2015, 23:9:6,38.8932,-76.9867,0
26/3/2015, 23:9:16,38.8931,-76.9867,0
26/3/2015, 23:9:27,38.8931,-76.9868,0
